year,race_num,track,race_name,Length,Surface,finishing_position,start,car_num,driver,manu,points,laps,laps_led,status,team_name,stage_1,stage_2,Rating,race_win,Seg Points,pole_position,qualified_top5,qualified_top10,track_type,is_road_course,is_superspeedway,is_short_track,career_races,career_wins,career_win_pct,career_top5,career_top10,career_avg_finish,races_at_track,wins_at_track,avg_finish_at_track,best_finish_at_track,avg_finish_last_3,avg_finish_last_5,avg_finish_last_10,team_wins_this_season,team_top5_this_season,team_avg_finish_this_season,manu_wins_this_season,manu_win_pct_this_season
2016,13,Bristol Motor Speedway,UNOH 200,0.533,paved,26,20,98,Rico Abreu,Toyota,7,194,0,running,ThorSport Racing,0,0,44.4,0.0,0,0,0,0,Short Track,0,0,1,14,0.0,0.0,1.0,4.0,15.714285714285714,0,0.0,20.0,40.0,8.0,11.2,13.9,2.0,10.0,12.775510204081632,9.0,0.060810810810810814
2016,13,Bristol Motor Speedway,UNOH 200,0.533,paved,27,31,07,Matt Mills,Chevrolet,6,191,0,running,SS Green Light Racing,0,0,28.6,0.0,0,0,0,0,Short Track,0,0,1,0,0.0,0.0,0.0,0.0,20.0,0,0.0,20.0,40.0,20.0,20.0,20.0,0.0,0.0,21.0,4.0,0.018604651162790697
2016,13,Bristol Motor Speedway,UNOH 200,0.533,paved,28,32,49,Bryce Napier,Chevrolet,5,191,0,running,Premium Motorsports,0,0,27.8,0.0,0,0,0,0,Short Track,0,0,1,1,0.0,0.0,0.0,0.0,23.0,0,0.0,20.0,40.0,23.0,23.0,23.0,0.0,0.0,21.2,4.0,0.018518518518518517
2016,13,Bristol Motor Speedway,UNOH 200,0.533,paved,29,2,51,Daniel Suarez,Toyota,0,186,77,accident,Kyle Busch Motorsports,0,0,113.8,0.0,0,0,1,1,Short Track,0,0,1,21,0.0,0.0,8.0,12.0,12.047619047619047,1,0.0,30.0,30.0,13.333333333333334,12.0,15.5,7.0,16.0,12.119047619047619,9.0,0.06040268456375839
2016,13,Bristol Motor Speedway,UNOH 200,0.533,paved,30,4,41,Ben Rhodes,Toyota,3,128,0,engine,ThorSport Racing,0,0,88.4,0.0,0,0,1,1,Short Track,0,0,1,16,0.0,0.0,3.0,7.0,12.5,1,0.0,9.0,9.0,15.666666666666666,10.6,14.3,2.0,10.0,13.04,9.0,0.06
2016,13,Bristol Motor Speedway,UNOH 200,0.533,paved,31,29,44,Tommy Joe Martins,Chevrolet,2,71,0,power,Martins Motorsports,0,0,29.0,0.0,0,0,0,0,Short Track,0,0,1,10,0.0,0.0,0.0,0.0,25.4,0,0.0,20.0,40.0,20.333333333333332,23.2,25.4,0.0,0.0,23.666666666666668,4.0,0.018433179723502304
2016,13,Bristol Motor Speedway,UNOH 200,0.533,paved,32,17,88,Matt Crafton,Toyota,1,70,0,engine,ThorSport Racing,0,0,56.3,0.0,0,0,0,0,Short Track,0,0,1,101,11.0,0.10891089108910891,45.0,77.0,8.277227722772277,4,0.0,7.5,4.0,10.0,13.0,7.8,2.0,10.0,13.372549019607844,9.0,0.059602649006622516
2016,14,Michigan International Speedway,"Careers for Veterans 200, presented by Cooper Standard Foundation and Brad Keselowski's Checkered Flag Foundation",2.0,paved,1,6,11,Brett Moffitt,Toyota,36,100,1,running,Red Horse Racing,0,0,122.8,1.0,0,0,0,1,Speedway,0,0,0,5,0.0,0.0,2.0,2.0,13.4,1,0.0,17.0,17.0,12.0,13.4,13.4,0.0,7.0,10.807692307692308,9.0,0.05921052631578947
2016,14,Michigan International Speedway,"Careers for Veterans 200, presented by Cooper Standard Foundation and Brad Keselowski's Checkered Flag Foundation",2.0,paved,2,4,17,Timothy Peters,Toyota,33,100,42,running,Red Horse Racing,0,0,133.3,0.0,0,0,1,1,Speedway,0,0,0,102,7.0,0.06862745098039216,34.0,64.0,10.362745098039216,4,0.0,8.5,6.0,14.666666666666666,12.6,10.9,1.0,8.0,10.444444444444445,10.0,0.06535947712418301
2016,14,Michigan International Speedway,"Careers for Veterans 200, presented by Cooper Standard Foundation and Brad Keselowski's Checkered Flag Foundation",2.0,paved,3,13,19,Daniel Hemric,Ford,31,100,2,running,Brad Keselowski Racing,0,0,88.0,0.0,0,0,0,0,Speedway,0,0,0,39,0.0,0.0,9.0,23.0,11.717948717948717,1,0.0,7.0,7.0,11.0,7.8,8.5,0.0,9.0,11.785714285714286,0.0,0.0
2016,14,Michigan International Speedway,"Careers for Veterans 200, presented by Cooper Standard Foundation and Brad Keselowski's Checkered Flag Foundation",2.0,paved,4,3,9,William Byron,Toyota,30,100,9,running,Kyle Busch Motorsports,0,0,114.3,0.0,0,0,1,1,Speedway,0,0,0,14,5.0,0.35714285714285715,7.0,8.0,10.0,0,0.0,20.0,40.0,6.333333333333333,7.4,6.1,7.0,16.0,12.511627906976743,10.0,0.06493506493506493
2016,14,Michigan International Speedway,"Careers for Veterans 200, presented by Cooper Standard Foundation and Brad Keselowski's Checkered Flag Foundation",2.0,paved,5,14,13,Cameron Hayley,Toyota,28,100,0,running,ThorSport Racing,0,0,85.0,0.0,0,0,0,0,Speedway,0,0,0,39,0.0,0.0,7.0,21.0,11.58974358974359,1,0.0,10.0,10.0,11.0,12.6,13.7,2.0,10.0,13.73076923076923,10.0,0.06451612903225806
2016,14,Michigan International Speedway,"Careers for Veterans 200, presented by Cooper Standard Foundation and Brad Keselowski's Checkered Flag Foundation",2.0,paved,6,19,41,Ben Rhodes,Toyota,28,100,4,running,ThorSport Racing,0,0,90.7,0.0,0,0,0,0,Speedway,0,0,0,17,0.0,0.0,3.0,7.0,13.529411764705882,0,0.0,20.0,40.0,21.333333333333332,15.8,15.7,2.0,11.0,13.566037735849056,10.0,0.0641025641025641
2016,14,Michigan International Speedway,"Careers for Veterans 200, presented by Cooper Standard Foundation and Brad Keselowski's Checkered Flag Foundation",2.0,paved,7,2,88,Matt Crafton,Toyota,27,100,23,running,ThorSport Racing,0,0,113.2,0.0,0,0,1,1,Speedway,0,0,0,102,11.0,0.10784313725490197,45.0,77.0,8.509803921568627,4,0.0,8.25,2.0,18.0,17.8,10.3,2.0,11.0,13.425925925925926,10.0,0.06369426751592357
2016,14,Michigan International Speedway,"Careers for Veterans 200, presented by Cooper Standard Foundation and Brad Keselowski's Checkered Flag Foundation",2.0,paved,8,9,24,Grant Enfinger,Chevrolet,25,100,0,running,GMS Racing,0,0,71.3,0.0,0,0,0,1,Speedway,0,0,0,6,0.0,0.0,1.0,1.0,16.166666666666668,0,0.0,20.0,40.0,12.333333333333334,17.0,16.166666666666668,3.0,13.0,11.872340425531915,4.0,0.01834862385321101
2016,14,Michigan International Speedway,"Careers for Veterans 200, presented by Cooper Standard Foundation and Brad Keselowski's Checkered Flag Foundation",2.0,paved,9,7,21,Johnny Sauter,Chevrolet,24,100,0,running,GMS Racing,0,0,97.8,0.0,0,0,0,1,Speedway,0,0,0,102,7.0,0.06862745098039216,37.0,64.0,10.558823529411764,4,1.0,9.0,1.0,8.666666666666666,7.0,7.1,3.0,13.0,11.791666666666666,4.0,0.0182648401826484
2016,14,Michigan International Speedway,"Careers for Veterans 200, presented by Cooper Standard Foundation and Brad Keselowski's Checkered Flag Foundation",2.0,paved,10,21,02,Tyler Young,Chevrolet,23,100,0,running,Young's Motorsports,0,0,64.8,0.0,0,0,0,0,Speedway,0,0,0,65,0.0,0.0,0.0,3.0,18.923076923076923,2,0.0,14.5,14.0,18.0,18.8,15.6,0.0,0.0,16.2,4.0,0.01818181818181818
2016,14,Michigan International Speedway,"Careers for Veterans 200, presented by Cooper Standard Foundation and Brad Keselowski's Checkered Flag Foundation",2.0,paved,11,12,33,Ben Kennedy,Chevrolet,22,100,0,running,GMS Racing,0,0,92.8,0.0,0,0,0,0,Speedway,0,0,0,63,1.0,0.015873015873015872,8.0,22.0,13.444444444444445,2,0.0,22.0,19.0,6.333333333333333,10.0,9.7,3.0,13.0,11.73469387755102,4.0,0.01809954751131222
2016,14,Michigan International Speedway,"Careers for Veterans 200, presented by Cooper Standard Foundation and Brad Keselowski's Checkered Flag Foundation",2.0,paved,12,1,05,John Wes Townley,Chevrolet,21,100,0,running,Athenian Motorsports,0,0,76.7,0.0,0,1,1,1,Speedway,0,0,0,96,1.0,0.010416666666666666,5.0,24.0,16.447916666666668,3,0.0,16.333333333333332,7.0,20.666666666666668,19.6,19.7,0.0,0.0,20.23076923076923,4.0,0.018018018018018018
2016,14,Michigan International Speedway,"Careers for Veterans 200, presented by Cooper Standard Foundation and Brad Keselowski's Checkered Flag Foundation",2.0,paved,13,15,98,Rico Abreu,Toyota,20,100,0,running,ThorSport Racing,0,0,69.2,0.0,0,0,0,0,Speedway,0,0,0,15,0.0,0.0,1.0,4.0,16.4,0,0.0,20.0,40.0,11.666666666666666,12.8,15.5,2.0,11.0,13.309090909090909,10.0,0.06329113924050633
2016,14,Michigan International Speedway,"Careers for Veterans 200, presented by Cooper Standard Foundation and Brad Keselowski's Checkered Flag Foundation",2.0,paved,14,23,66,Jordan Anderson,Chevrolet,19,100,0,running,Bolen Motorsports,0,0,55.8,0.0,0,0,0,0,Speedway,0,0,0,30,0.0,0.0,0.0,0.0,21.866666666666667,1,0.0,13.0,13.0,20.666666666666668,18.0,20.3,0.0,0.0,21.181818181818183,4.0,0.017937219730941704
2016,14,Michigan International Speedway,"Careers for Veterans 200, presented by Cooper Standard Foundation and Brad Keselowski's Checkered Flag Foundation",2.0,paved,15,20,44,Tommy Joe Martins,Chevrolet,18,100,0,running,Martins Motorsports,0,0,57.3,0.0,0,0,0,0,Speedway,0,0,0,11,0.0,0.0,0.0,0.0,25.90909090909091,0,0.0,20.0,40.0,24.666666666666668,24.4,25.3,0.0,0.0,24.23076923076923,4.0,0.017857142857142856
2016,14,Michigan International Speedway,"Careers for Veterans 200, presented by Cooper Standard Foundation and Brad Keselowski's Checkered Flag Foundation",2.0,paved,16,24,22,Austin Wayne Self,Toyota,17,100,0,running,AM Racing,0,0,50.7,0.0,0,0,0,0,Speedway,0,0,0,13,0.0,0.0,0.0,1.0,20.53846153846154,0,0.0,20.0,40.0,18.333333333333332,22.0,21.7,0.0,0.0,21.0,10.0,0.06289308176100629
2016,14,Michigan International Speedway,"Careers for Veterans 200, presented by Cooper Standard Foundation and Brad Keselowski's Checkered Flag Foundation",2.0,paved,17,26,1,Jennifer Jo Cobb,Chevrolet,16,100,0,running,Jennifer Jo Cobb Racing,0,0,44.3,0.0,0,0,0,0,Speedway,0,0,0,84,0.0,0.0,0.0,0.0,25.25,4,0.0,21.5,19.0,26.0,27.0,27.2,0.0,0.0,28.307692307692307,4.0,0.017777777777777778
2016,14,Michigan International Speedway,"Careers for Veterans 200, presented by Cooper Standard Foundation and Brad Keselowski's Checkered Flag Foundation",2.0,paved,18,25,50,Travis Kvapil,Chevrolet,15,100,0,running,MAKE Motorsports,0,0,46.2,0.0,0,0,0,0,Speedway,0,0,0,38,0.0,0.0,2.0,2.0,21.18421052631579,2,0.0,22.0,18.0,19.333333333333332,19.0,21.9,0.0,1.0,22.6,4.0,0.017699115044247787
2016,14,Michigan International Speedway,"Careers for Veterans 200, presented by Cooper Standard Foundation and Brad Keselowski's Checkered Flag Foundation",2.0,paved,19,8,29,Tyler Reddick,Ford,14,100,0,running,Brad Keselowski Racing,0,0,58.3,0.0,0,0,0,1,Speedway,0,0,0,53,2.0,0.03773584905660377,21.0,34.0,9.660377358490566,1,0.0,9.0,9.0,15.0,16.0,11.4,0.0,10.0,11.482758620689655,0.0,0.0
2016,14,Michigan International Speedway,"Careers for Veterans 200, presented by Cooper Standard Foundation and Brad Keselowski's Checkered Flag Foundation",2.0,paved,20,10,51,Cody Coughlin,Toyota,13,94,0,accident,Kyle Busch Motorsports,0,0,65.5,0.0,0,0,0,1,Speedway,0,0,0,7,0.0,0.0,0.0,0.0,20.285714285714285,1,0.0,20.0,20.0,14.666666666666666,20.4,20.285714285714285,7.0,17.0,12.318181818181818,10.0,0.0625
2016,14,Michigan International Speedway,"Careers for Veterans 200, presented by Cooper Standard Foundation and Brad Keselowski's Checkered Flag Foundation",2.0,paved,21,22,49,Reed Sorenson,Chevrolet,0,84,1,vibration,Premium Motorsports,0,0,41.9,0.0,0,0,0,0,Speedway,0,0,0,1,0.0,0.0,0.0,0.0,18.0,0,0.0,20.0,40.0,18.0,18.0,18.0,0.0,0.0,21.818181818181817,4.0,0.01762114537444934
2016,14,Michigan International Speedway,"Careers for Veterans 200, presented by Cooper Standard Foundation and Brad Keselowski's Checkered Flag Foundation",2.0,paved,22,18,00,Cole Custer,Chevrolet,12,83,18,accident,JR Motorsports,0,0,78.6,0.0,0,0,0,0,Speedway,0,0,0,32,2.0,0.0625,7.0,16.0,12.34375,0,0.0,20.0,40.0,5.666666666666667,9.2,8.7,0.0,3.0,13.066666666666666,4.0,0.017543859649122806
2016,14,Michigan International Speedway,"Careers for Veterans 200, presented by Cooper Standard Foundation and Brad Keselowski's Checkered Flag Foundation",2.0,paved,23,17,81,Ryan Truex,Toyota,10,76,0,rear gear,Hattori Racing Enterprises,0,0,51.5,0.0,0,0,0,0,Speedway,0,0,0,11,0.0,0.0,2.0,5.0,15.363636363636363,0,0.0,20.0,40.0,18.666666666666668,14.8,13.7,0.0,1.0,14.125,10.0,0.062111801242236024
2016,14,Michigan International Speedway,"Careers for Veterans 200, presented by Cooper Standard Foundation and Brad Keselowski's Checkered Flag Foundation",2.0,paved,24,5,4,Christopher Bell,Toyota,9,74,0,accident,Kyle Busch Motorsports,0,0,95.7,0.0,0,0,1,1,Speedway,0,0,0,20,2.0,0.1,7.0,12.0,11.2,0,0.0,20.0,40.0,6.333333333333333,4.8,8.0,7.0,17.0,12.488888888888889,10.0,0.06172839506172839
2016,14,Michigan International Speedway,"Careers for Veterans 200, presented by Cooper Standard Foundation and Brad Keselowski's Checkered Flag Foundation",2.0,paved,25,11,23,Spencer Gallagher,Chevrolet,8,74,0,accident,GMS Racing,0,0,68.8,0.0,0,0,0,0,Speedway,0,0,0,48,0.0,0.0,2.0,12.0,15.9375,2,0.0,14.5,13.0,18.666666666666668,18.8,15.6,3.0,13.0,11.72,4.0,0.017467248908296942
2016,14,Michigan International Speedway,"Careers for Veterans 200, presented by Cooper Standard Foundation and Brad Keselowski's Checkered Flag Foundation",2.0,paved,26,16,8,John Hunter Nemechek,Chevrolet,7,62,0,accident,NEMCO Motorsports,0,0,63.1,0.0,0,0,0,0,Speedway,0,0,0,43,2.0,0.046511627906976744,12.0,23.0,10.581395348837209,1,0.0,12.0,12.0,13.666666666666666,9.8,12.3,1.0,3.0,11.0,4.0,0.017391304347826087
2016,14,Michigan International Speedway,"Careers for Veterans 200, presented by Cooper Standard Foundation and Brad Keselowski's Checkered Flag Foundation",2.0,paved,27,28,63,Norm Benning,Chevrolet,6,47,0,transmission,MB Motorsports,0,0,31.5,0.0,0,0,0,0,Speedway,0,0,0,81,0.0,0.0,0.0,0.0,24.864197530864196,4,0.0,23.5,22.0,26.0,25.0,24.1,0.0,0.0,24.083333333333332,4.0,0.017316017316017316
2016,14,Michigan International Speedway,"Careers for Veterans 200, presented by Cooper Standard Foundation and Brad Keselowski's Checkered Flag Foundation",2.0,paved,28,29,71,Enrique Contreras III,Chevrolet,5,40,0,accident,Contreras Motorsports,0,0,29.2,0.0,0,0,0,0,Speedway,0,0,0,2,0.0,0.0,0.0,0.0,20.0,0,0.0,20.0,40.0,20.0,20.0,20.0,0.0,0.0,19.0,4.0,0.017241379310344827
2016,14,Michigan International Speedway,"Careers for Veterans 200, presented by Cooper Standard Foundation and Brad Keselowski's Checkered Flag Foundation",2.0,paved,29,27,07,Todd Peck,Chevrolet,0,37,0,engine,SS Green Light Racing,0,0,32.2,0.0,0,0,0,0,Speedway,0,0,0,15,0.0,0.0,0.0,0.0,26.133333333333333,3,0.0,29.666666666666668,27.0,26.666666666666668,25.6,25.9,0.0,0.0,21.545454545454547,4.0,0.017167381974248927
2016,14,Michigan International Speedway,"Careers for Veterans 200, presented by Cooper Standard Foundation and Brad Keselowski's Checkered Flag Foundation",2.0,paved,30,30,10,Caleb Roark,Chevrolet,3,3,0,electrical,Jennifer Jo Cobb Racing,0,0,25.2,0.0,0,0,0,0,Speedway,0,0,0,23,0.0,0.0,0.0,0.0,30.782608695652176,2,0.0,28.5,28.0,31.666666666666668,31.4,31.1,0.0,0.0,27.5,4.0,0.017094017094017096
2016,14,Michigan International Speedway,"Careers for Veterans 200, presented by Cooper Standard Foundation and Brad Keselowski's Checkered Flag Foundation",2.0,paved,31,31,6,Ryan Ellis,Chevrolet,0,1,0,rear gear,Norm Benning Racing,0,0,23.3,0.0,0,0,0,0,Speedway,0,0,0,23,0.0,0.0,0.0,0.0,25.347826086956523,0,0.0,20.0,40.0,26.666666666666668,28.0,26.4,0.0,0.0,30.0,4.0,0.01702127659574468
2016,15,Canadian Tire Motorsports Park,Chevrolet Silverado 250,2.459,road,1,13,8,John Hunter Nemechek,Chevrolet,36,66,20,running,NEMCO Motorsports,0,0,113.5,1.0,0,0,0,0,Speedway,0,0,0,44,2.0,0.045454545454545456,12.0,23.0,10.931818181818182,2,0.0,17.0,9.0,14.333333333333334,13.8,12.1,1.0,3.0,12.071428571428571,4.0,0.01694915254237288
2016,15,Canadian Tire Motorsports Park,Chevrolet Silverado 250,2.459,road,2,1,00,Cole Custer,Chevrolet,33,66,39,running,JR Motorsports,0,0,142.9,0.0,0,1,1,1,Speedway,0,0,0,33,2.0,0.06060606060606061,7.0,16.0,12.636363636363637,2,0.0,9.5,9.0,11.0,10.6,10.2,0.0,3.0,13.625,5.0,0.02109704641350211
2016,15,Canadian Tire Motorsports Park,Chevrolet Silverado 250,2.459,road,3,3,19,Daniel Hemric,Ford,31,66,1,running,Brad Keselowski Racing,0,0,114.6,0.0,0,0,1,1,Speedway,0,0,0,40,0.0,0.0,10.0,24.0,11.5,1,0.0,4.0,4.0,9.333333333333334,7.8,8.5,0.0,10.0,11.733333333333333,0.0,0.0
2016,15,Canadian Tire Motorsports Park,Chevrolet Silverado 250,2.459,road,4,17,88,Matt Crafton,Toyota,30,66,4,running,ThorSport Racing,0,0,106.2,0.0,0,0,0,0,Speedway,0,0,0,103,11.0,0.10679611650485436,45.0,78.0,8.495145631067961,3,0.0,6.0,2.0,17.0,13.8,10.8,2.0,11.0,13.303571428571429,10.0,0.06134969325153374
2016,15,Canadian Tire Motorsports Park,Chevrolet Silverado 250,2.459,road,5,16,4,Christopher Bell,Toyota,28,66,0,running,Kyle Busch Motorsports,0,0,88.2,0.0,0,0,0,0,Speedway,0,0,0,21,2.0,0.09523809523809523,7.0,12.0,11.80952380952381,0,0.0,20.0,40.0,13.666666666666666,9.4,10.0,7.0,17.0,12.73913043478261,10.0,0.06097560975609756
2016,15,Canadian Tire Motorsports Park,Chevrolet Silverado 250,2.459,road,6,8,29,Tyler Reddick,Ford,27,66,0,running,Brad Keselowski Racing,0,0,77.0,0.0,0,0,0,1,Speedway,0,0,0,54,2.0,0.037037037037037035,21.0,34.0,9.833333333333334,1,0.0,19.0,19.0,19.666666666666668,14.8,12.0,0.0,11.0,11.451612903225806,0.0,0.0
2016,15,Canadian Tire Motorsports Park,Chevrolet Silverado 250,2.459,road,7,11,21,Johnny Sauter,Chevrolet,26,66,0,running,GMS Racing,0,0,84.5,0.0,0,0,0,0,Speedway,0,0,0,103,7.0,0.06796116504854369,37.0,65.0,10.54368932038835,3,0.0,14.0,6.0,7.333333333333333,8.0,6.4,3.0,13.0,11.980392156862745,5.0,0.02100840336134454
2016,15,Canadian Tire Motorsports Park,Chevrolet Silverado 250,2.459,road,8,14,33,Ben Kennedy,Chevrolet,25,66,0,running,GMS Racing,0,0,69.8,0.0,0,0,0,0,Speedway,0,0,0,64,1.0,0.015625,8.0,22.0,13.40625,2,0.0,9.0,3.0,6.333333333333333,10.4,9.9,3.0,13.0,11.884615384615385,5.0,0.02092050209205021
2016,15,Canadian Tire Motorsports Park,Chevrolet Silverado 250,2.459,road,9,7,13,Cameron Hayley,Toyota,24,66,0,running,ThorSport Racing,0,0,98.0,0.0,0,0,0,1,Speedway,0,0,0,40,0.0,0.0,8.0,22.0,11.425,2,0.0,9.0,7.0,10.333333333333334,8.8,12.3,2.0,12.0,13.140350877192983,10.0,0.06060606060606061
2016,15,Canadian Tire Motorsports Park,Chevrolet Silverado 250,2.459,road,10,5,9,William Byron,Toyota,23,66,0,running,Kyle Busch Motorsports,0,0,83.7,0.0,0,0,1,1,Speedway,0,0,0,15,5.0,0.3333333333333333,8.0,9.0,9.6,0,0.0,20.0,40.0,3.0,4.8,6.4,7.0,18.0,12.574468085106384,10.0,0.060240963855421686
2016,15,Canadian Tire Motorsports Park,Chevrolet Silverado 250,2.459,road,11,15,51,Gary Klutt,Toyota,22,66,0,running,Kyle Busch Motorsports,0,0,80.3,0.0,0,0,0,0,Speedway,0,0,0,0,0.0,0.0,0.0,0.0,20.0,0,0.0,20.0,40.0,20.0,20.0,20.0,7.0,18.0,12.520833333333334,10.0,0.059880239520958084
2016,15,Canadian Tire Motorsports Park,Chevrolet Silverado 250,2.459,road,12,21,05,John Wes Townley,Chevrolet,21,66,0,running,Athenian Motorsports,0,0,67.0,0.0,0,0,0,0,Speedway,0,0,0,97,1.0,0.010309278350515464,5.0,24.0,16.4020618556701,2,0.0,18.5,12.0,17.0,18.6,20.2,0.0,0.0,19.642857142857142,5.0,0.020833333333333332
2016,15,Canadian Tire Motorsports Park,Chevrolet Silverado 250,2.459,road,13,24,66,Jordan Anderson,Chevrolet,20,66,0,running,Bolen Motorsports,0,0,57.7,0.0,0,0,0,0,Speedway,0,0,0,31,0.0,0.0,0.0,0.0,21.612903225806452,1,0.0,16.0,16.0,14.666666666666666,18.6,18.8,0.0,0.0,20.583333333333332,5.0,0.02074688796680498
2016,15,Canadian Tire Motorsports Park,Chevrolet Silverado 250,2.459,road,14,23,49,D.J. Kennington,Chevrolet,0,66,0,running,Premium Motorsports,0,0,58.8,0.0,0,0,0,0,Speedway,0,0,0,2,0.0,0.0,0.0,0.0,31.0,0,0.0,20.0,40.0,31.0,31.0,31.0,0.0,0.0,21.75,5.0,0.02066115702479339
2016,15,Canadian Tire Motorsports Park,Chevrolet Silverado 250,2.459,road,15,22,22,Austin Wayne Self,Toyota,18,66,0,running,AM Racing,0,0,66.0,0.0,0,0,0,0,Speedway,0,0,0,14,0.0,0.0,0.0,1.0,20.214285714285715,0,0.0,20.0,40.0,20.666666666666668,19.6,20.8,0.0,0.0,20.615384615384617,10.0,0.05952380952380952
2016,15,Canadian Tire Motorsports Park,Chevrolet Silverado 250,2.459,road,16,6,11,Brett Moffitt,Toyota,17,66,0,running,Red Horse Racing,0,0,79.3,0.0,0,0,0,1,Speedway,0,0,0,6,1.0,0.16666666666666666,3.0,3.0,11.333333333333334,0,0.0,20.0,40.0,2.0,10.8,11.333333333333334,1.0,9.0,10.142857142857142,10.0,0.05917159763313609
2016,15,Canadian Tire Motorsports Park,Chevrolet Silverado 250,2.459,road,17,26,07,Cody Ware,Chevrolet,0,66,0,running,SS Green Light Racing,0,0,50.5,0.0,0,0,0,0,Speedway,0,0,0,3,0.0,0.0,0.0,0.0,28.0,0,0.0,20.0,40.0,28.0,28.0,28.0,0.0,0.0,22.166666666666668,5.0,0.0205761316872428
2016,15,Canadian Tire Motorsports Park,Chevrolet Silverado 250,2.459,road,18,12,17,Timothy Peters,Toyota,15,66,0,running,Red Horse Racing,0,0,78.5,0.0,0,0,0,0,Speedway,0,0,0,103,7.0,0.06796116504854369,35.0,65.0,10.281553398058252,3,0.0,13.333333333333334,8.0,6.333333333333333,11.0,10.3,1.0,9.0,10.344827586206897,10.0,0.058823529411764705
2016,15,Canadian Tire Motorsports Park,Chevrolet Silverado 250,2.459,road,19,28,44,Tommy Joe Martins,Chevrolet,14,66,0,running,Martins Motorsports,0,0,48.4,0.0,0,0,0,0,Speedway,0,0,0,12,0.0,0.0,0.0,0.0,25.0,0,0.0,20.0,40.0,21.0,21.4,24.3,0.0,0.0,23.571428571428573,5.0,0.020491803278688523
2016,15,Canadian Tire Motorsports Park,Chevrolet Silverado 250,2.459,road,20,30,63,Norm Benning,Chevrolet,13,66,0,running,MB Motorsports,0,0,42.2,0.0,0,0,0,0,Speedway,0,0,0,82,0.0,0.0,0.0,0.0,24.890243902439025,3,0.0,21.0,20.0,26.0,25.2,24.6,0.0,0.0,24.307692307692307,5.0,0.02040816326530612
2016,15,Canadian Tire Motorsports Park,Chevrolet Silverado 250,2.459,road,21,20,81,Ryan Truex,Toyota,12,66,0,running,Hattori Racing Enterprises,0,0,71.5,0.0,0,0,0,0,Speedway,0,0,0,12,0.0,0.0,2.0,5.0,16.0,0,0.0,20.0,40.0,23.666666666666668,17.0,15.1,0.0,1.0,15.11111111111111,10.0,0.05847953216374269
2016,15,Canadian Tire Motorsports Park,Chevrolet Silverado 250,2.459,road,22,9,23,Spencer Gallagher,Chevrolet,12,66,2,running,GMS Racing,0,0,98.1,0.0,0,0,0,1,Speedway,0,0,0,49,0.0,0.0,2.0,12.0,16.122448979591837,1,0.0,8.0,8.0,17.333333333333332,19.4,17.1,3.0,13.0,11.81132075471698,5.0,0.02032520325203252
2016,15,Canadian Tire Motorsports Park,Chevrolet Silverado 250,2.459,road,23,2,2,Austin Cindric,Ford,10,66,0,running,Brad Keselowski Racing,0,0,92.8,0.0,0,0,1,1,Speedway,0,0,0,3,0.0,0.0,0.0,0.0,19.0,0,0.0,20.0,40.0,19.0,19.0,19.0,0.0,11.0,11.28125,0.0,0.0
2016,15,Canadian Tire Motorsports Park,Chevrolet Silverado 250,2.459,road,24,32,1,Jennifer Jo Cobb,Chevrolet,9,64,0,running,Jennifer Jo Cobb Racing,0,0,34.5,0.0,0,0,0,0,Speedway,0,0,0,85,0.0,0.0,0.0,0.0,25.152941176470588,3,0.0,22.0,20.0,23.666666666666668,24.8,26.3,0.0,0.0,27.666666666666668,5.0,0.020242914979757085
2016,15,Canadian Tire Motorsports Park,Chevrolet Silverado 250,2.459,road,25,27,50,Travis Kvapil,Chevrolet,8,60,0,engine,MAKE Motorsports,0,0,40.6,0.0,0,0,0,0,Speedway,0,0,0,39,0.0,0.0,2.0,2.0,21.102564102564102,1,0.0,24.0,24.0,19.666666666666668,20.2,21.7,0.0,1.0,22.3125,5.0,0.020161290322580645
2016,15,Canadian Tire Motorsports Park,Chevrolet Silverado 250,2.459,road,26,4,24,Kaz Grala,Chevrolet,7,56,0,accident,GMS Racing,0,0,64.0,0.0,0,0,1,1,Speedway,0,0,0,5,0.0,0.0,0.0,2.0,17.8,0,0.0,20.0,40.0,16.0,17.8,17.8,3.0,13.0,12.0,5.0,0.020080321285140562
2016,15,Canadian Tire Motorsports Park,Chevrolet Silverado 250,2.459,road,27,19,98,Rico Abreu,Toyota,6,52,0,accident,ThorSport Racing,0,0,53.5,0.0,0,0,0,0,Speedway,0,0,0,16,0.0,0.0,1.0,4.0,16.1875,0,0.0,20.0,40.0,15.0,12.6,14.6,2.0,12.0,13.068965517241379,10.0,0.05813953488372093
2016,15,Canadian Tire Motorsports Park,Chevrolet Silverado 250,2.459,road,28,25,02,Tyler Young,Chevrolet,5,28,0,electrical,Young's Motorsports,0,0,32.5,0.0,0,0,0,0,Speedway,0,0,0,66,0.0,0.0,0.0,4.0,18.78787878787879,2,0.0,17.5,17.0,14.333333333333334,16.6,14.7,0.0,0.0,15.636363636363637,5.0,0.02
2016,15,Canadian Tire Motorsports Park,Chevrolet Silverado 250,2.459,road,29,18,32,Justin Haley,Chevrolet,4,9,0,clutch,Braun Motorsports,0,0,38.7,0.0,0,0,0,0,Speedway,0,0,0,5,0.0,0.0,0.0,1.0,20.0,0,0.0,20.0,40.0,18.0,20.0,20.0,0.0,0.0,23.0,5.0,0.0199203187250996
